OG0001897	LdBPK_140009300.1	LbrM.14.2.000420.1-p1	LINF_140009400-T1-p1	LmjF.14.0410_mRNA-p1	LmxM.14.0410.1-p1
OG0001898	LdBPK_140009400.1	LbrM.14.2.000430.1-p1	LINF_140009500-T1-p1	LmjF.14.0420_mRNA-p1	LmxM.14.0420.1-p1
OG0001899	LdBPK_140009500.1	LbrM.14.2.000440.1-p1	LINF_140009600-T1-p1	LmjF.14.0430_mRNA-p1	LmxM.14.0430.1-p1
OG0001900	LdBPK_140009600.1	LbrM.14.2.000450.1-p1	LINF_140009700-T1-p1	LmjF.14.0440_mRNA-p1	LmxM.14.0440.1-p1
OG0001901	LdBPK_140009800.1	LbrM.14.2.000460.1-p1	LINF_140009900-T1-p1	LmjF.14.0450_mRNA-p1	LmxM.14.0450.1-p1
OG0001902	LdBPK_140009900.1	LbrM.14.2.000470.1-p1	LINF_140010000-T1-p1	LmjF.14.0460_mRNA-p1	LmxM.14.0460.1-p1
OG0001903	LdBPK_140010400.1	LbrM.11.2.000340.1-p1	LINF_140010400-T1-p1	LmjF.14.0500_mRNA-p1	LmxM.14.0500.1-p1
OG0001904	LdBPK_140010500.1	LbrM.11.2.000330.1-p1	LINF_140010500-T1-p1	LmjF.14.0510_mRNA-p1	LmxM.14.0510.1-p1
OG0001905	LdBPK_140010600.1	LbrM.14.2.000510.1-p1	LINF_140010600-T1-p1	LmjF.14.0520_mRNA-p1	LmxM.14.0520.1-p1
OG0001906	LdBPK_140010700.1	LbrM.14.2.000520.1-p1	LINF_140010700-T1-p1	LmjF.14.0530_mRNA-p1	LmxM.14.0530.1-p1
OG0001907	LdBPK_140011000.1	LbrM.14.2.000540.1-p1	LINF_140011000-T1-p1	LmjF.14.0560_mRNA-p1	LmxM.14.0560.1-p1
OG0001908	LdBPK_140011200.1	LbrM.14.2.000550.1-p1	LINF_140011200-T1-p1	LmjF.14.0570_mRNA-p1	LmxM.14.0570.1-p1
OG0001909	LdBPK_140011300.1	LbrM.14.2.000560.1-p1	LINF_140011300-T1-p1	LmjF.14.0580_mRNA-p1	LmxM.14.0580.1-p1
OG0001910	LdBPK_140011400.1	LbrM.14.2.000570.1-p1	LINF_140011400-T1-p1	LmjF.14.0590_mRNA-p1	LmxM.14.0590.1-p1
OG0001911	LdBPK_140011500.1	LbrM.14.2.000580.1-p1	LINF_140011500-T1-p1	LmjF.14.0600_mRNA-p1	LmxM.14.0600.1-p1
OG0001912	LdBPK_140011600.1	LbrM.14.2.000590.1-p1	LINF_140011600-T1-p1	LmjF.14.0610_mRNA-p1	LmxM.14.0610.1-p1
OG0001913	LdBPK_140011700.1	LbrM.14.2.000600.1-p1	LINF_140011700-T1-p1	LmjF.14.0620_mRNA-p1	LmxM.14.0620.1-p1
OG0001914	LdBPK_140011800.1	LbrM.14.2.000610.1-p1	LINF_140011800-T1-p1	LmjF.14.0625_mRNA-p1	LmxM.14.0625.1-p1
OG0001915	LdBPK_140011900.1	LbrM.14.2.000620.1-p1	LINF_140011900-T1-p1	LmjF.14.0630_mRNA-p1	LmxM.14.0630.1-p1
OG0001916	LdBPK_140012000.1	LbrM.14.2.000630.1-p1	LINF_140012000-T1-p1	LmjF.14.0640_mRNA-p1	LmxM.14.0640.1-p1
OG0001917	LdBPK_140012100.1	LbrM.14.2.000640.1-p1	LINF_140012100-T1-p1	LmjF.14.0650_mRNA-p1	LmxM.14.0650.1-p1
OG0001918	LdBPK_140012200.1	LbrM.14.2.000650.1-p1	LINF_140012200-T1-p1	LmjF.14.0660_mRNA-p1	LmxM.14.0660.1-p1
OG0001919	LdBPK_140012300.1	LbrM.14.2.000660.1-p1	LINF_140012300-T1-p1	LmjF.14.0670_mRNA-p1	LmxM.14.0670.1-p1
OG0001920	LdBPK_140012700.1	LbrM.14.2.000680.1-p1	LINF_140012700-T1-p1	LmjF.14.0700_mRNA-p1	LmxM.14.0700.1-p1
OG0001921	LdBPK_140012800.1	LbrM.14.2.000690.1-p1	LINF_140012800-T1-p1	LmjF.14.0705_mRNA-p1	LmxM.14.0705.1-p1
OG0001922	LdBPK_140012900.1	LbrM.14.2.000700.1-p1	LINF_140012900-T1-p1	LmjF.14.0710_mRNA-p1	LmxM.14.0710.1-p1
OG0001923	LdBPK_140013000.1		LINF_140013000-T1-p1	LmjF.14.0720_mRNA-p1	LmxM.14.0720.1-p1, LmxM.14.0730a.1-p1
OG0001924	LdBPK_140013100.1	LbrM.14.2.000710.1-p1	LINF_140013100-T1-p1	LmjF.14.0730_mRNA-p1	LmxM.14.0730.1-p1
OG0001925	LdBPK_140013200.1	LbrM.14.2.000720.1-p1	LINF_140013200-T1-p1	LmjF.14.0740_mRNA-p1	LmxM.14.0740.1-p1
OG0001926	LdBPK_140013300.1	LbrM.14.2.000730.1-p1	LINF_140013300-T1-p1	LmjF.14.0750_mRNA-p1	LmxM.14.0750.1-p1
OG0001927	LdBPK_140013400.1	LbrM.14.2.000740.1-p1	LINF_140013400-T1-p1	LmjF.14.0760_mRNA-p1	LmxM.14.0760.1-p1
OG0001928	LdBPK_140013500.1	LbrM.14.2.000750.1-p1	LINF_140013500-T1-p1	LmjF.14.0770_mRNA-p1	LmxM.14.0770.1-p1
OG0001929	LdBPK_140013600.1	LbrM.14.2.000760.1-p1	LINF_140013600-T1-p1	LmjF.14.0780_mRNA-p1	LmxM.14.0780.1-p1
OG0001930	LdBPK_140013700.1	LbrM.14.2.000770.1-p1	LINF_140013700-T1-p1	LmjF.14.0790_mRNA-p1	LmxM.14.0790.1-p1
OG0001931	LdBPK_140013800.1	LbrM.14.2.000780.1-p1	LINF_140013800-T1-p1	LmjF.14.0800_mRNA-p1	LmxM.14.0800.1-p1
OG0001932	LdBPK_140014000.1	LbrM.14.2.000790.1-p1	LINF_140014000-T1-p1	LmjF.14.0820_mRNA-p1	LmxM.14.0820.1-p1
OG0001933	LdBPK_140014100.1	LbrM.14.2.000800.1-p1	LINF_140014100-T1-p1	LmjF.14.0830_mRNA-p1	LmxM.14.0830.1-p1
OG0001934	LdBPK_140014200.1	LbrM.14.2.000810.1-p1	LINF_140014300-T1-p1	LmjF.14.0840_mRNA-p1	LmxM.14.0840.1-p1
OG0001935	LdBPK_140014700.1	LbrM.14.2.000850.1-p1	LINF_140014800-T1-p1	LmjF.14.0880_mRNA-p1	LmxM.14.0880.1-p1
OG0001936	LdBPK_140014800.1	LbrM.14.2.000860.1-p1	LINF_140014900-T1-p1	LmjF.14.0890_mRNA-p1	LmxM.14.0890.1-p1
OG0001937	LdBPK_140015100.1	LbrM.14.2.000880.1-p1	LINF_140015200-T1-p1	LmjF.14.0910_mRNA-p1	LmxM.14.0910.1-p1
OG0001938	LdBPK_140015200.1	LbrM.14.2.000890.1-p1	LINF_140015300-T1-p1	LmjF.14.0920_mRNA-p1	LmxM.14.0920.1-p1
OG0001939	LdBPK_140015300.1	LbrM.14.2.000900.1-p1	LINF_140015400-T1-p1	LmjF.14.0930_mRNA-p1	LmxM.14.0930.1-p1
OG0001940	LdBPK_140015400.1	LbrM.14.2.000910.1-p1	LINF_140015500-T1-p1	LmjF.14.0940_mRNA-p1	LmxM.14.0940.1-p1
OG0001941	LdBPK_140015500.1	LbrM.14.2.000920.1-p1	LINF_140015600-T1-p1	LmjF.14.0950_mRNA-p1	LmxM.14.0950.1-p1
OG0001942	LdBPK_140015600.1	LbrM.14.2.000930.1-p1	LINF_140015700-T1-p1	LmjF.14.0960_mRNA-p1	LmxM.14.0960.1-p1
OG0001943	LdBPK_140015800.1	LbrM.14.2.000960.1-p1	LINF_140015900-T1-p1	LmjF.14.0980_mRNA-p1	LmxM.14.0980.1-p1
OG0001944	LdBPK_140015900.1	LbrM.14.2.000970.1-p1	LINF_140016000-T1-p1	LmjF.14.0990_mRNA-p1	LmxM.14.0990.1-p1
OG0001945	LdBPK_140016000.1	LbrM.14.2.000980.1-p1	LINF_140016100-T1-p1	LmjF.14.1000_mRNA-p1	LmxM.14.1000.1-p1
OG0001946	LdBPK_140016100.1	LbrM.14.2.000990.1-p1	LINF_140016200-T1-p1	LmjF.14.1010_mRNA-p1	LmxM.14.1010.1-p1
OG0001947	LdBPK_140016200.1	LbrM.14.2.001000.1-p1	LINF_140016300-T1-p1	LmjF.14.1020_mRNA-p1	LmxM.14.1020.1-p1
OG0001948	LdBPK_140016300.1	LbrM.14.2.001010.1-p1	LINF_140016400-T1-p1	LmjF.14.1030_mRNA-p1	LmxM.14.1030.1-p1
OG0001949	LdBPK_140016400.1	LbrM.14.2.001020.1-p1	LINF_140016500-T1-p1	LmjF.14.1040_mRNA-p1	LmxM.14.1040.1-p1
OG0001950	LdBPK_140016500.1	LbrM.14.2.001030.1-p1	LINF_140016600-T1-p1	LmjF.14.1045_mRNA-p1	LmxM.14.1045.1-p1
OG0001951	LdBPK_140016600.1	LbrM.14.2.001040.1-p1	LINF_140016700-T1-p1	LmjF.14.1050_mRNA-p1	LmxM.14.1050.1-p1
OG0001952	LdBPK_140016800.1	LbrM.14.2.204380.1-p1	LINF_140016800-T1-p1	LmjF.14.1060_mRNA-p1	LmxM.14.1060.1-p1
OG0001953	LdBPK_140016900.1	LbrM.14.2.001060.1-p1	LINF_140016900-T1-p1	LmjF.14.1070_mRNA-p1	LmxM.14.1070.1-p1
OG0001954	LdBPK_140017000.1	LbrM.14.2.001070.1-p1	LINF_140017000-T1-p1	LmjF.14.1080_mRNA-p1	LmxM.14.1080.1-p1
OG0001955	LdBPK_140017100.1	LbrM.14.2.001080.1-p1	LINF_140017100-T1-p1	LmjF.14.1090_mRNA-p1	LmxM.14.1090.1-p1
OG0001956	LdBPK_140017600.1	LbrM.14.2.001130.1-p1	LINF_140017600-T1-p1	LmjF.14.1130_mRNA-p1	LmxM.14.1130.1-p1
OG0001957	LdBPK_140017700.1	LbrM.14.2.001140.1-p1	LINF_140017700-T1-p1	LmjF.14.1140_mRNA-p1	LmxM.14.1140.1-p1
OG0001958	LdBPK_140017800.1	LbrM.14.2.001150.1-p1	LINF_140017800-T1-p1	LmjF.14.1150_mRNA-p1	LmxM.14.1150.1-p1
OG0001959	LdBPK_140017900.1	LbrM.14.2.001160.1-p1	LINF_140017900-T1-p1	LmjF.14.1155_mRNA-p1	LmxM.14.1155.1-p1
OG0001960	LdBPK_140018000.1	LbrM.14.2.001330.1-p1	LINF_140018000-T1-p1	LmjF.14.1160_mRNA-p1	LmxM.14.1160.1-p1
OG0001961	LdBPK_140018100.1	LbrM.14.2.001340.1-p1	LINF_140018100-T1-p1	LmjF.14.1170_mRNA-p1	LmxM.14.1170.1-p1
OG0001962	LdBPK_140018200.1	LbrM.14.2.001350.1-p1	LINF_140018200-T1-p1	LmjF.14.1180_mRNA-p1	LmxM.14.1180.1-p1
OG0001963	LdBPK_140018300.1	LbrM.14.2.001360.1-p1	LINF_140018300-T1-p1	LmjF.14.1190_mRNA-p1	LmxM.14.1190.1-p1
OG0001964	LdBPK_140018400.1	LbrM.14.2.001370.1-p1	LINF_140018400-T1-p1	LmjF.14.1200_mRNA-p1	LmxM.14.1200.1-p1
OG0001965	LdBPK_140018500.1	LbrM.14.2.001380.1-p1	LINF_140018500-T1-p1	LmjF.14.1210_mRNA-p1	LmxM.14.1210.1-p1
OG0001966	LdBPK_140018600.1	LbrM.14.2.001390.1-p1	LINF_140018600-T1-p1	LmjF.14.1220_mRNA-p1	LmxM.14.1220.1-p1
OG0001967	LdBPK_140018700.1	LbrM.14.2.001400.1-p1	LINF_140018700-T1-p1	LmjF.14.1230_mRNA-p1	LmxM.14.1230.1-p1
OG0001968	LdBPK_140018800.1	LbrM.14.2.001410.1-p1	LINF_140018800-T1-p1	LmjF.14.1240_mRNA-p1	LmxM.14.1240.1-p1
OG0001969	LdBPK_140018900.1	LbrM.14.2.001420.1-p1	LINF_140018900-T1-p1	LmjF.14.1250_mRNA-p1	LmxM.14.1250.1-p1
OG0001970	LdBPK_140019000.1	LbrM.14.2.001430.1-p1	LINF_140019000-T1-p1	LmjF.14.1260_mRNA-p1	LmxM.14.1260.1-p1
OG0001971	LdBPK_140019200.1	LbrM.14.2.001450.1-p1	LINF_140019200-T1-p1	LmjF.14.1280_mRNA-p1	LmxM.14.1280.1-p1
OG0001972	LdBPK_140019300.1	LbrM.14.2.001460.1-p1	LINF_140019300-T1-p1	LmjF.14.1290_mRNA-p1	LmxM.14.1290.1-p1
OG0001973	LdBPK_140019400.1	LbrM.14.2.001470.1-p1	LINF_140019400-T1-p1	LmjF.14.1300_mRNA-p1	LmxM.14.1300.1-p1
OG0001974	LdBPK_140019600.1	LbrM.14.2.001490.1-p1	LINF_140019600-T1-p1	LmjF.14.1320_mRNA-p1	LmxM.14.1320.1-p1
OG0001975	LdBPK_140019700.1	LbrM.14.2.001500.1-p1	LINF_140019700-T1-p1	LmjF.14.1330_mRNA-p1	LmxM.14.1330.1-p1
OG0001976	LdBPK_140019800.1	LbrM.14.2.001510.1-p1	LINF_140019800-T1-p1	LmjF.14.1340_mRNA-p1	LmxM.14.1340.1-p1
OG0001977	LdBPK_140019900.1	LbrM.14.2.001520.1-p1	LINF_140019900-T1-p1	LmjF.14.1350_mRNA-p1	LmxM.14.1350.1-p1
OG0001978	LdBPK_140020000.1	LbrM.14.2.001540.1-p1	LINF_140020000-T1-p1	LmjF.14.1360_mRNA-p1	LmxM.14.1360.1-p1
OG0001979	LdBPK_140020200.1	LbrM.14.2.001570.1-p1	LINF_140020200-T1-p1	LmjF.14.1380_mRNA-p1	LmxM.14.1380.1-p1
OG0001980	LdBPK_140020300.1	LbrM.14.2.001580.1-p1	LINF_140020300-T1-p1	LmjF.14.1390_mRNA-p1	LmxM.14.1390.1-p1
OG0001981	LdBPK_140020400.1	LbrM.14.2.001590.1-p1	LINF_140020400-T1-p1	LmjF.14.1395_mRNA-p1	LmxM.14.1395.1-p1
OG0001982	LdBPK_140020700.1	LbrM.14.2.001600.1-p1	LINF_140020600-T1-p1	LmjF.14.1410_mRNA-p1	LmxM.14.1410.1-p1
OG0001983	LdBPK_140020800.1	LbrM.14.2.001610.1-p1	LINF_140020700-T1-p1	LmjF.14.1420_mRNA-p1	LmxM.14.1420.1-p1
OG0001984	LdBPK_140020900.1	LbrM.14.2.001620.1-p1	LINF_140020800-T1-p1	LmjF.14.1430_mRNA-p1	LmxM.14.1430.1-p1
OG0001985	LdBPK_140021000.1	LbrM.14.2.001630.1-p1	LINF_140020900-T1-p1	LmjF.14.1440_mRNA-p1	LmxM.14.1440.1-p1
OG0001986	LdBPK_140021100.1	LbrM.14.2.001640.1-p1	LINF_140021000-T1-p1	LmjF.14.1450_mRNA-p1	LmxM.14.1450.1-p1
OG0001987	LdBPK_140021200.1	LbrM.14.2.001650.1-p1	LINF_140021100-T1-p1	LmjF.14.1460_mRNA-p1	LmxM.14.1460.1-p1
OG0001988	LdBPK_140021300.1	LbrM.14.2.001660.1-p1	LINF_140021200-T1-p1	LmjF.14.1470_mRNA-p1	LmxM.14.1470.1-p1
OG0001989	LdBPK_140021400.1	LbrM.14.2.001670.1-p1	LINF_140021300-T1-p1	LmjF.14.1480_mRNA-p1	LmxM.14.1480.1-p1
OG0001990	LdBPK_140021500.1	LbrM.14.2.001680.1-p1	LINF_140021400-T1-p1	LmjF.14.1490_mRNA-p1	LmxM.14.1490.1-p1
OG0001991	LdBPK_150005100.1	LbrM.15.2.204450.1-p1	LINF_150005100-T1-p1	LmjF.15.0020_mRNA-p1	LmxM.15.0020.1-p1
OG0001992	LdBPK_150005200.1	LbrM.15.2.000030.1-p1	LINF_150005200-T1-p1	LmjF.15.0030_mRNA-p1	LmxM.15.0030.1-p1
OG0001993	LdBPK_150005300.1	LbrM.15.2.000040.1-p1	LINF_150005300-T1-p1	LmjF.15.0040_mRNA-p1	LmxM.15.0040.1-p1
OG0001994	LdBPK_150005400.1	LbrM.15.2.000050.1-p1	LINF_150005400-T1-p1	LmjF.15.0050_mRNA-p1	LmxM.15.0050.1-p1
OG0001995	LdBPK_150005500.1	LbrM.15.2.000060.1-p1	LINF_150005500-T1-p1	LmjF.15.0060_mRNA-p1	LmxM.15.0060.1-p1
OG0001996	LdBPK_150005600.1	LbrM.15.2.000070.1-p1	LINF_150005600-T1-p1	LmjF.15.0070_mRNA-p1	LmxM.15.0070.1-p1
OG0001997	LdBPK_150005700.1	LbrM.15.2.000080.1-p1	LINF_150005700-T1-p1	LmjF.15.0080_mRNA-p1	LmxM.15.0080.1-p1
OG0001998	LdBPK_150005800.1	LbrM.15.2.000090.1-p1	LINF_150005800-T1-p1	LmjF.15.0090_mRNA-p1	LmxM.15.0090.1-p1
OG0001999	LdBPK_150005900.1	LbrM.15.2.000100.1-p1	LINF_150005900-T1-p1	LmjF.15.0100_mRNA-p1	LmxM.15.0100.1-p1
OG0002000	LdBPK_150006000.1	LbrM.15.2.000110.1-p1	LINF_150006000-T1-p1	LmjF.15.0110_mRNA-p1	LmxM.15.0110.1-p1
OG0002001	LdBPK_150006100.1	LbrM.15.2.000120.1-p1	LINF_150006100-T1-p1	LmjF.15.0120_mRNA-p1	LmxM.15.0120.1-p1
OG0002002	LdBPK_150006200.1	LbrM.15.2.000130.1-p1	LINF_150006200-T1-p1	LmjF.15.0130_mRNA-p1	LmxM.15.0130.1-p1
OG0002003	LdBPK_150006300.1	LbrM.15.2.000140.1-p1	LINF_150006300-T1-p1	LmjF.15.0140_mRNA-p1	LmxM.15.0140.1-p1
OG0002004	LdBPK_150006400.1	LbrM.15.2.000141.1-p1	LINF_150006400-T1-p1	LmjF.15.0150_mRNA-p1	LmxM.15.0150.1-p1
OG0002005	LdBPK_150006500.1	LbrM.15.2.000150.1-p1	LINF_150006500-T1-p1	LmjF.15.0160_mRNA-p1	LmxM.15.0160.1-p1
OG0002006	LdBPK_150006600.1	LbrM.15.2.000160.1-p1	LINF_150006600-T1-p1	LmjF.15.0170_mRNA-p1	LmxM.15.0170.1-p1
OG0002007	LdBPK_150006700.1	LbrM.15.2.000170.1-p1	LINF_150006700-T1-p1	LmjF.15.0180_mRNA-p1	LmxM.15.0180.1-p1
OG0002008	LdBPK_150006800.1	LbrM.15.2.000180.1-p1	LINF_150006800-T1-p1	LmjF.15.0185_mRNA-p1	LmxM.15.0185.1-p1
OG0002009	LdBPK_150006900.1	LbrM.15.2.000190.1-p1	LINF_150006900-T1-p1	LmjF.15.0190_mRNA-p1	LmxM.15.0190.1-p1
OG0002010	LdBPK_150007000.1	LbrM.15.2.000200.1-p1	LINF_150007000-T1-p1	LmjF.15.0195_mRNA-p1	LmxM.15.0195.1-p1
OG0002011	LdBPK_150007200.1	LbrM.15.2.000220.1-p1	LINF_150007200-T1-p1	LmjF.15.0210_mRNA-p1	LmxM.15.0210.1-p1
OG0002012	LdBPK_150007300.1	LbrM.15.2.204470.1-p1	LINF_150007300-T1-p1	LmjF.15.0220_mRNA-p1	LmxM.15.0220.1-p1
OG0002013	LdBPK_150007400.1	LbrM.15.2.000240.1-p1	LINF_150007400-T1-p1	LmjF.15.0223_mRNA-p1	LmxM.15.0223.1-p1
OG0002014	LdBPK_150007500.1	LbrM.15.2.000250.1-p1	LINF_150007500-T1-p1	LmjF.15.0225_mRNA-p1	LmxM.15.0225.1-p1
OG0002015	LdBPK_150007600.1	LbrM.15.2.000260.1-p1	LINF_150007600-T1-p1	LmjF.15.0230_mRNA-p1	LmxM.15.0230.1-p1
OG0002016	LdBPK_150007700.1	LbrM.15.2.000270.1-p1	LINF_150007700-T1-p1	LmjF.15.0240_mRNA-p1	LmxM.15.0240.1-p1
OG0002017	LdBPK_150007800.1	LbrM.15.2.000280.1-p1	LINF_150007800-T1-p1	LmjF.15.0250_mRNA-p1	LmxM.15.0250.1-p1
OG0002018	LdBPK_150007900.1	LbrM.15.2.000290.1-p1	LINF_150007900-T1-p1	LmjF.15.0260_mRNA-p1	LmxM.15.0260.1-p1
OG0002019	LdBPK_150008000.1	LbrM.15.2.000300.1-p1	LINF_150008000-T1-p1	LmjF.15.0270_mRNA-p1	LmxM.15.0270.1-p1
OG0002020	LdBPK_150008300.1	LbrM.15.2.000330.1-p1	LINF_150008300-T1-p1	LmjF.15.0290_mRNA-p1	LmxM.15.0290.1-p1
OG0002021	LdBPK_150008400.1	LbrM.15.2.000340.1-p1	LINF_150008400-T1-p1	LmjF.15.0300_mRNA-p1	LmxM.15.0300.1-p1
OG0002022	LdBPK_150008500.1	LbrM.15.2.000350.1-p1	LINF_150008500-T1-p1	LmjF.15.0310_mRNA-p1	LmxM.15.0310.1-p1
OG0002023	LdBPK_150008600.1	LbrM.15.2.000360.1-p1	LINF_150008600-T1-p1	LmjF.15.0320_mRNA-p1	LmxM.15.0320.1-p1
OG0002024	LdBPK_150008700.1	LbrM.15.2.000370.1-p1	LINF_150008700-T1-p1	LmjF.15.0330_mRNA-p1	LmxM.15.0330.1-p1
OG0002025	LdBPK_150008800.1	LbrM.15.2.000380.1-p1	LINF_150008800-T1-p1	LmjF.15.0340_mRNA-p1	LmxM.15.0340.1-p1
OG0002026	LdBPK_150008900.1	LbrM.15.2.000390.1-p1	LINF_150008900-T1-p1	LmjF.15.0350_mRNA-p1	LmxM.15.0350.1-p1
OG0002027	LdBPK_150009000.1	LbrM.15.2.000400.1-p1	LINF_150009000-T1-p1	LmjF.15.0360_mRNA-p1	LmxM.15.0360.1-p1
OG0002028	LdBPK_150009300.1	LbrM.15.2.000410.1-p1	LINF_150009300-T1-p1	LmjF.15.0390_mRNA-p1	LmxM.15.0390.1-p1
OG0002029	LdBPK_150009400.1	LbrM.15.2.000420.1-p1	LINF_150009400-T1-p1	LmjF.15.0400_mRNA-p1	LmxM.15.0400.1-p1
OG0002030	LdBPK_150009500.1	LbrM.15.2.000430.1-p1	LINF_150009500-T1-p1	LmjF.15.0410_mRNA-p1	LmxM.15.0410.1-p1
OG0002031	LdBPK_150009600.1	LbrM.15.2.000440.1-p1	LINF_150009600-T1-p1	LmjF.15.0420_mRNA-p1	LmxM.15.0420.1-p1
OG0002032	LdBPK_150009700.1	LbrM.15.2.000450.1-p1	LINF_150009700-T1-p1	LmjF.15.0430_mRNA-p1	LmxM.15.0430.1-p1
OG0002033	LdBPK_150010200.1	LbrM.15.2.000490.1-p1	LINF_150012200-T1-p1	LmjF.15.0490_mRNA-p1	LmxM.15.0490.1-p1
OG0002034	LdBPK_150010300.1	LbrM.15.2.000500.1-p1	LINF_150012300-T1-p1	LmjF.15.0500_mRNA-p1	LmxM.15.0500.1-p1
OG0002035	LdBPK_150010400.1	LbrM.15.2.000540.1-p1	LINF_150012400-T1-p1	LmjF.15.0510_mRNA-p1	LmxM.15.0510.1-p1
OG0002036	LdBPK_150010500.1	LbrM.15.2.000550.1-p1	LINF_150012500-T1-p1	LmjF.15.0520_mRNA-p1	LmxM.15.0520.1-p1
OG0002037	LdBPK_150010600.1	LbrM.15.2.000560.1-p1	LINF_150012600-T1-p1	LmjF.15.0530_mRNA-p1	LmxM.15.0530.1-p1
OG0002038	LdBPK_150010700.1	LbrM.15.2.000570.1-p1	LINF_150012700-T1-p1	LmjF.15.0540_mRNA-p1	LmxM.15.0540.1-p1
OG0002039	LdBPK_150010800.1	LbrM.15.2.000580.1-p1	LINF_150012800-T1-p1	LmjF.15.0550_mRNA-p1	LmxM.15.0550.1-p1
OG0002040	LdBPK_150010900.1	LbrM.15.2.000590.1-p1	LINF_150012900-T1-p1	LmjF.15.0560_mRNA-p1	LmxM.15.0560.1-p1
OG0002041	LdBPK_150011000.1	LbrM.15.2.000600.1-p1	LINF_150013000-T1-p1	LmjF.15.0570_mRNA-p1	LmxM.15.0570.1-p1
OG0002042	LdBPK_150011100.1	LbrM.15.2.000610.1-p1	LINF_150013100-T1-p1	LmjF.15.0580_mRNA-p1	LmxM.15.0580.1-p1
OG0002043	LdBPK_150011200.1	LbrM.15.2.000620.1-p1	LINF_150013200-T1-p1	LmjF.15.0590_mRNA-p1	LmxM.15.0590.1-p1
OG0002044	LdBPK_150011300.1	LbrM.15.2.000630.1-p1	LINF_150013300-T1-p1	LmjF.15.0595_pseudogenic_transcript-p1	LmxM.15.0595.1-p1
OG0002045	LdBPK_150011400.1	LbrM.15.2.000640.1-p1	LINF_150013400-T1-p1	LmjF.15.0600_mRNA-p1	LmxM.15.0600.1-p1
OG0002046	LdBPK_150011500.1	LbrM.15.2.000650.1-p1	LINF_150013500-T1-p1	LmjF.15.0610_mRNA-p1	LmxM.15.0610.1-p1
OG0002047	LdBPK_150011600.1	LbrM.15.2.000660.1-p1	LINF_150013600-T1-p1	LmjF.15.0620_mRNA-p1	LmxM.15.0620.1-p1
OG0002048	LdBPK_150011700.1	LbrM.15.2.000670.1-p1	LINF_150013700-T1-p1	LmjF.15.0630_mRNA-p1	LmxM.15.0630.1-p1
OG0002049	LdBPK_150011800.1	LbrM.15.2.000510.1-p1	LINF_150013800-T1-p1	LmjF.15.0640_mRNA-p1	LmxM.15.0640.1-p1
OG0002050	LdBPK_150012000.1	LbrM.15.2.000520.1-p1	LINF_150013900-T1-p1	LmjF.15.0650_mRNA-p1	LmxM.15.0650.1-p1
OG0002051	LdBPK_150012100.1	LbrM.15.2.000530.1-p1	LINF_150014000-T1-p1	LmjF.15.0660_mRNA-p1	LmxM.15.0660.1-p1
OG0002052	LdBPK_150012200.1	LbrM.15.2.000680.1-p1	LINF_150014100-T1-p1	LmjF.15.0670_mRNA-p1	LmxM.15.0670.1-p1
OG0002053	LdBPK_150012300.1	LbrM.15.2.000690.1-p1	LINF_150014200-T1-p1	LmjF.15.0680_mRNA-p1	LmxM.15.0680.1-p1
OG0002054	LdBPK_150012400.1	LbrM.15.2.000700.1-p1	LINF_150014300-T1-p1	LmjF.15.0690_mRNA-p1	LmxM.15.0690.1-p1
OG0002055	LdBPK_150012500.1	LbrM.15.2.000710.1-p1	LINF_150014400-T1-p1	LmjF.15.0700_mRNA-p1	LmxM.15.0700.1-p1
OG0002056	LdBPK_150012600.1	LbrM.15.2.000720.1-p1	LINF_150014500-T1-p1	LmjF.15.0710_mRNA-p1	LmxM.15.0710.1-p1
OG0002057	LdBPK_150012700.1	LbrM.15.2.000730.1-p1	LINF_150014600-T1-p1	LmjF.15.0720_mRNA-p1	LmxM.15.0720.1-p1
OG0002058	LdBPK_150012800.1	LbrM.15.2.000830.1-p1	LINF_150014700-T1-p1	LmjF.15.0730_mRNA-p1	LmxM.15.0730.1-p1
OG0002059	LdBPK_150013000.1	LbrM.15.2.000800.1-p1	LINF_150014900-T1-p1	LmjF.15.0740_mRNA-p1	LmxM.15.0740.1-p1
OG0002060	LdBPK_150013400.1	LbrM.15.2.000810.1-p1	LINF_150015300-T1-p1	LmjF.15.0750_mRNA-p1	LmxM.15.0750.1-p1
OG0002061	LdBPK_150013500.1	LbrM.15.2.000820.1-p1	LINF_150015400-T1-p1	LmjF.15.0760_mRNA-p1	LmxM.15.0760.1-p1
OG0002062	LdBPK_150013600.1	LbrM.15.2.000790.1-p1	LINF_150015500-T1-p1	LmjF.15.0770_mRNA-p1	LmxM.15.0770.1-p1
OG0002063	LdBPK_150013800.1	LbrM.15.2.000770.1-p1	LINF_150015700-T1-p1	LmjF.15.0780_mRNA-p1	LmxM.15.0780.1-p1
OG0002064	LdBPK_150014000.1	LbrM.15.2.000750.1-p1	LINF_150015900-T1-p1	LmjF.15.0800_mRNA-p1	LmxM.15.0800.1-p1
OG0002065	LdBPK_150014100.1	LbrM.15.2.000740.1-p1	LINF_150016000-T1-p1	LmjF.15.0810_mRNA-p1	LmxM.15.0810.1-p1
OG0002066	LdBPK_150014200.1	LbrM.15.2.000840.1-p1	LINF_150016100-T1-p1	LmjF.15.0815_mRNA-p1	LmxM.15.0815.1-p1
